area_type,availability,bath,balcony,price,site_location,bhk,new_total_sqft,price_per_sqft
Super built-up  Area,Ready To Move,2.0,0.0,53.35,Aundh,2,1080.0,4939.814814814815
Super built-up  Area,20-Aug,1.0,0.0,28.0,Aundh,1,440.0,6363.636363636364
Plot  Area,Ready To Move,2.0,0.0,90.0,Aundh,2,1350.0,6666.666666666667
Super built-up  Area,19-Dec,1.0,0.0,32.79,Aundh,1,630.5,5200.634417129262
Super built-up  Area,Ready To Move,2.0,2.0,110.0,Aundh,3,1512.0,7275.132275132275
Super built-up  Area,18-Apr,3.0,1.0,83.87,Aundh,3,1355.0,6189.667896678967
Super built-up  Area,Ready To Move,3.0,1.0,94.71,Aundh,3,1521.0,6226.824457593689
Super built-up  Area,20-May,2.0,2.0,85.0,Aundh,2,1299.0,6543.4949961508855
Super built-up  Area,Ready To Move,3.0,1.0,125.0,Aundh,4,1896.0,6592.827004219409
Super built-up  Area,21-Mar,2.0,1.0,88.73,Aundh,2,1251.0,7092.725819344524
Built-up  Area,Ready To Move,4.0,3.0,239.0,Aundh,3,2388.0,10008.375209380234
Super built-up  Area,Ready To Move,2.0,2.0,86.0,Aundh,2,1322.0,6505.295007564297
Super built-up  Area,21-Dec,2.0,1.0,34.98,Aundh,2,700.0,4997.142857142857
Super built-up  Area,Ready To Move,3.0,2.0,100.0,Aundh,3,1450.0,6896.551724137931
Super built-up  Area,19-Jan,3.0,1.0,83.22,Aundh,3,1486.0,5600.269179004038
Super built-up  Area,19-Dec,2.0,2.0,65.31,Aundh,2,1390.0,4698.561151079137
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Aundh,2,1290.0,6201.550387596899
Super built-up  Area,Ready To Move,2.0,1.0,68.5,Aundh,2,1302.0,5261.136712749616
Super built-up  Area,Ready To Move,4.0,2.0,85.0,Aundh,3,1610.0,5279.503105590062
Super built-up  Area,Ready To Move,3.0,3.0,154.0,Aundh,3,1706.0,9026.963657678782
Super built-up  Area,Ready To Move,1.0,2.0,90.0,Aundh,2,1000.0,9000.0
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Aundh,3,1665.0,6606.606606606607
Plot  Area,Ready To Move,6.0,2.0,195.0,Aundh,6,3900.0,5000.0
Built-up  Area,Ready To Move,2.0,1.0,87.0,Aundh,3,1335.0,6516.853932584269
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Aundh,3,1700.0,8823.529411764706
Plot  Area,Ready To Move,4.0,1.0,289.0,Aundh,4,3500.0,8257.142857142857
Super built-up  Area,Ready To Move,2.0,1.0,54.3,Aundh,2,1087.0,4995.40018399264
Built-up  Area,Ready To Move,2.0,1.0,52.23,Aundh,2,1066.0,4899.624765478424
Super built-up  Area,Ready To Move,2.0,2.0,95.0,Aundh,2,1250.0,7600.0
Built-up  Area,Ready To Move,2.0,1.0,84.0,Aundh,2,1255.0,6693.227091633466
Built-up  Area,Ready To Move,2.0,2.0,60.0,Aundh,2,1180.0,5084.745762711865
Super built-up  Area,Ready To Move,3.0,2.0,315.0,Aundh,3,3155.0,9984.152139461174
Super built-up  Area,Ready To Move,3.0,3.0,200.0,Aundh,3,2003.0,9985.022466300548
Super built-up  Area,Ready To Move,1.0,0.0,35.0,Aundh,1,700.0,5000.0
Super built-up  Area,Ready To Move,5.0,1.0,175.0,Aundh,4,2330.0,7510.729613733905
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Aundh,2,750.0,5333.333333333333
Super built-up  Area,20-Jan,3.0,2.0,115.0,Aundh,3,1842.0,6243.213897937025
Built-up  Area,Ready To Move,3.0,0.0,140.0,Aundh,4,1632.0,8578.43137254902
Plot  Area,Ready To Move,1.0,0.0,55.0,Aundh,1,1350.0,4074.074074074074
Super built-up  Area,Ready To Move,5.0,2.0,330.0,Aundh,4,3930.0,8396.946564885497
Plot  Area,Ready To Move,3.0,2.0,149.0,Aundh,4,1560.0,9551.28205128205
Super built-up  Area,Ready To Move,2.0,2.0,67.0,Aundh,2,1416.0,4731.6384180790965
Built-up  Area,18-Dec,2.0,1.0,31.48,Aundh,1,1090.0,2888.0733944954127
Super built-up  Area,Ready To Move,3.0,2.0,75.0,Aundh,3,1400.0,5357.142857142857
Super built-up  Area,Ready To Move,3.0,2.0,135.0,Aundh,3,1885.0,7161.803713527852
Built-up  Area,Ready To Move,5.0,3.0,300.0,Aundh,6,5100.0,5882.35294117647
Plot  Area,Ready To Move,2.0,1.0,125.0,Aundh,2,2400.0,5208.333333333333
Plot  Area,Ready To Move,1.0,0.0,22.0,Aundh,1,540.0,4074.074074074074
Built-up  Area,Ready To Move,3.0,0.0,185.0,Aundh,4,2400.0,7708.333333333333
Plot  Area,19-Dec,4.0,3.0,500.0,Aundh,4,4723.0,10586.491636671608
Super built-up  Area,Ready To Move,2.0,2.0,72.0,Aundh,2,1290.0,5581.395348837209
Super built-up  Area,18-Dec,3.0,1.0,110.0,Aundh,3,1482.0,7422.402159244264
Super built-up  Area,Ready To Move,2.0,2.0,54.0,Aundh,2,1094.0,4936.014625228519
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Aundh,2,1234.0,6482.982171799027
Super built-up  Area,18-Dec,3.0,2.0,97.83,Aundh,3,1810.0,5404.972375690608
Super built-up  Area,Ready To Move,3.0,2.0,85.0,Aundh,3,1648.0,5157.766990291262
Super built-up  Area,Ready To Move,3.0,2.0,120.0,Aundh,3,1703.0,7046.388725778039
Super built-up  Area,Ready To Move,3.0,3.0,138.0,Aundh Road,3,2502.0,5515.587529976019
Super built-up  Area,21-Jun,3.0,2.0,121.0,Aundh Road,3,1826.0,6626.506024096386
Plot  Area,Ready To Move,1.0,0.0,50.0,Aundh Road,1,600.0,8333.333333333334
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Aundh Road,2,1234.0,6482.982171799027
Super built-up  Area,Ready To Move,2.0,1.0,92.5,Aundh Road,2,1330.0,6954.887218045113
Built-up  Area,Ready To Move,6.0,2.0,68.0,Aundh Road,6,2200.0,3090.909090909091
Super built-up  Area,18-Mar,3.0,2.0,125.0,Aundh Road,3,1650.0,7575.757575757576
Built-up  Area,Ready To Move,3.0,2.0,142.0,Aundh Road,4,2400.0,5916.666666666667
Super built-up  Area,Ready To Move,3.0,1.0,215.0,Aundh Road,3,2479.13,8672.39717158842
Built-up  Area,Ready To Move,4.0,0.0,200.0,Aundh Road,4,3000.0,6666.666666666667
Super built-up  Area,19-Dec,4.0,0.0,188.0,Aundh Road,4,2503.0,7510.986815821015
Plot  Area,Ready To Move,3.0,2.0,97.0,Aundh Road,3,1500.0,6466.666666666667
Built-up  Area,Ready To Move,7.0,2.0,400.0,Aundh Road,7,7500.0,5333.333333333333
Plot  Area,19-Dec,4.0,2.0,110.0,Aundh Road,4,1800.0,6111.111111111111
Plot  Area,Ready To Move,2.0,0.0,68.0,Aundh Road,2,1100.0,6181.818181818182
Super built-up  Area,17-Sep,1.0,1.0,40.0,Aundh Road,1,605.0,6611.570247933884
Plot  Area,Ready To Move,2.0,1.0,100.0,Aundh Road,2,1200.0,8333.333333333334
Super built-up  Area,Ready To Move,2.0,2.0,115.0,Aundh Road,3,1600.0,7187.5
Super built-up  Area,18-Jun,2.0,1.0,104.0,Aundh Road,2,1369.1,7596.231100723103
Super built-up  Area,18-May,3.0,2.0,130.0,Aundh Road,3,1948.0,6673.511293634497
Super built-up  Area,Ready To Move,3.0,2.0,126.0,Aundh Road,3,1810.0,6961.325966850829
Super built-up  Area,18-May,1.0,0.0,19.8,Aundh Road,1,412.5,4800.0
Plot  Area,Ready To Move,1.0,1.0,16.5,Aundh Road,1,540.0,3055.5555555555557
Built-up  Area,Ready To Move,1.0,2.0,57.0,Aundh Road,1,850.0,6705.882352941177
Built-up  Area,Ready To Move,3.0,3.0,78.0,Aundh Road,3,1475.0,5288.135593220339
Built-up  Area,18-Mar,1.0,1.0,52.0,Aundh Road,1,905.0,5745.85635359116
Super built-up  Area,Ready To Move,2.0,2.0,85.0,Aundh Road,3,1293.0,6573.859242072699
Super built-up  Area,Ready To Move,3.0,2.0,225.0,Aundh Road,3,2968.0,7580.8625336927225
Super built-up  Area,Ready To Move,3.0,2.0,112.0,Aundh Road,3,1600.0,7000.0
Super built-up  Area,Ready To Move,2.0,1.0,70.65,Aundh Road,2,1000.0,7065.000000000001
Super built-up  Area,18-Dec,4.0,2.0,118.0,Aundh Road,3,2134.0,5529.522024367385
Built-up  Area,Ready To Move,2.0,0.0,90.0,Aundh Road,2,1290.0,6976.7441860465115
Built-up  Area,18-Jun,1.0,1.0,40.0,Aundh Road,1,661.0,6051.437216338881
Super built-up  Area,Ready To Move,3.0,1.0,93.0,Aundh Road,3,1730.0,5375.722543352601
Super built-up  Area,18-Aug,3.0,2.0,90.75,Aundh Road,3,1650.0,5500.0
Plot  Area,Ready To Move,3.0,1.0,45.0,Aundh Road,2,616.0,7305.194805194805
Carpet  Area,Ready To Move,2.0,2.0,70.0,Aundh Road,2,1100.0,6363.636363636364
Built-up  Area,Ready To Move,2.0,1.0,60.0,Aundh Road,2,900.0,6666.666666666667
Built-up  Area,18-Jan,1.0,1.0,41.0,Aundh Road,1,645.0,6356.589147286822
Plot  Area,Ready To Move,3.0,1.0,79.0,Aundh Road,3,900.0,8777.777777777777
Built-up  Area,Ready To Move,3.0,2.0,95.0,Aundh Road,3,1222.0,7774.140752864158
Built-up  Area,Ready To Move,2.0,2.0,68.0,Aundh Road,2,1130.0,6017.699115044248
Plot  Area,18-May,2.0,0.0,66.0,Aundh Road,2,1000.0,6600.0
Super built-up  Area,Ready To Move,3.0,2.0,126.0,Aundh Road,3,1650.0,7636.363636363636
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Aundh Road,2,1293.0,6187.161639597834
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Aundh Road,2,1245.0,6425.70281124498
Super built-up  Area,21-Dec,2.0,3.0,69.0,Aundh Road,3,1300.0,5307.692307692308
Super built-up  Area,Ready To Move,3.0,3.0,90.0,Aundh Road,3,1500.0,6000.0
Super built-up  Area,Ready To Move,3.0,2.0,139.0,Aundh Road,3,2140.0,6495.327102803738
Plot  Area,Ready To Move,2.0,0.0,66.0,Aundh Road,2,1000.0,6600.0
Super built-up  Area,Ready To Move,2.0,1.0,38.0,Balaji Nagar,2,1170.0,3247.863247863248
Built-up  Area,Ready To Move,3.0,1.0,115.0,Balaji Nagar,3,1783.0,6449.8037016264725
Super built-up  Area,Ready To Move,2.0,1.0,98.2,Balaji Nagar,2,1349.0,7279.466271312083
Built-up  Area,Ready To Move,2.0,1.0,94.0,Balaji Nagar,2,1245.0,7550.2008032128515
Built-up  Area,Ready To Move,1.0,1.0,36.0,Balaji Nagar,1,540.0,6666.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,89.61,Balaji Nagar,3,1779.0,5037.099494097808
Super built-up  Area,18-Apr,2.0,1.0,73.3,Balaji Nagar,2,1342.0,5461.997019374068
Super built-up  Area,Ready To Move,3.0,2.0,160.0,Balaji Nagar,3,1937.0,8260.196179659268
Super built-up  Area,Ready To Move,2.0,2.0,78.0,Balaji Nagar,2,1400.0,5571.428571428572
Plot  Area,Ready To Move,2.0,0.0,71.0,Balaji Nagar,2,1200.0,5916.666666666667
Built-up  Area,Ready To Move,2.0,2.0,98.0,Balaji Nagar,2,1440.0,6805.555555555556
Super built-up  Area,Ready To Move,2.0,2.0,103.0,Balaji Nagar,2,1297.0,7941.403238242097
Plot  Area,Ready To Move,3.0,1.0,72.0,Balaji Nagar,2,1200.0,6000.0
Super built-up  Area,Ready To Move,2.0,1.0,44.0,Balaji Nagar,2,1240.0,3548.3870967741937
Super built-up  Area,Ready To Move,3.0,2.0,140.0,Balaji Nagar,3,1846.0,7583.965330444204
Super built-up  Area,Ready To Move,4.0,3.0,154.0,Balaji Nagar,3,2045.0,7530.562347188264
Super built-up  Area,Ready To Move,2.0,3.0,55.0,Balaji Nagar,2,1238.0,4442.64943457189
Super built-up  Area,20-Dec,2.0,1.0,50.6,Balaji Nagar,2,983.0,5147.5076297049845
Super built-up  Area,Ready To Move,3.0,3.0,105.0,Balaji Nagar,3,1583.0,6632.975363234365
Super built-up  Area,Ready To Move,5.0,2.0,190.0,Balaji Nagar,4,2524.0,7527.733755942948
Plot  Area,Ready To Move,4.0,1.0,205.0,Balaji Nagar,4,3200.0,6406.25
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Balaji Nagar,3,1800.0,6111.111111111111
Built-up  Area,Ready To Move,2.0,3.0,100.0,Balaji Nagar,3,1700.0,5882.35294117647
Super built-up  Area,Ready To Move,3.0,2.0,82.0,Balaji Nagar,3,1493.0,5492.297387809779
Super built-up  Area,22-May,4.0,0.0,260.5,Balaji Nagar,4,3181.0,8189.248663942157
Built-up  Area,Ready To Move,2.0,2.0,49.5,Balaji Nagar,2,1156.0,4282.006920415225
Super built-up  Area,Ready To Move,3.0,2.0,115.0,Balaji Nagar,3,1697.0,6776.664702416028
Super built-up  Area,Ready To Move,2.0,1.0,87.01,Balaji Nagar,3,1350.0,6445.185185185185
Super built-up  Area,Ready To Move,3.0,3.0,100.0,Balaji Nagar,3,1650.0,6060.606060606061
Super built-up  Area,Ready To Move,2.0,1.0,34.82,Balaji Nagar,2,995.0,3499.497487437186
Super built-up  Area,Ready To Move,3.0,2.0,83.0,Balaji Nagar,3,1532.0,5417.754569190601
Super built-up  Area,18-Apr,2.0,1.0,65.5,Balaji Nagar,2,1128.0,5806.737588652482
Super built-up  Area,Ready To Move,2.0,3.0,75.0,Balaji Nagar,2,1355.0,5535.055350553505
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Balaji Nagar,2,990.0,4040.40404040404
Built-up  Area,Ready To Move,4.0,0.0,260.0,Balaji Nagar,4,3600.0,7222.222222222223
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Balaji Nagar,3,1656.0,9057.971014492754
Plot  Area,18-May,4.0,3.0,112.0,Balaji Nagar,4,1600.0,7000.0
Super built-up  Area,Ready To Move,2.0,1.0,36.44,Balaji Nagar,2,1041.0,3500.480307396734
Super built-up  Area,Ready To Move,2.0,1.0,62.3,Balaji Nagar,2,1246.0,5000.0
Plot  Area,Ready To Move,5.0,1.0,390.0,Balaji Nagar,4,4830.0,8074.534161490683
Plot  Area,Ready To Move,4.0,1.0,350.0,Balaji Nagar,5,4400.0,7954.545454545455
Super built-up  Area,17-Jun,2.0,3.0,62.0,Balaji Nagar,2,1100.0,5636.363636363636
Super built-up  Area,19-Dec,1.0,0.0,34.735,Balaji Nagar,1,709.0,4899.153737658674
Super built-up  Area,Ready To Move,4.0,2.0,100.0,Balaji Nagar,3,1917.0,5216.484089723526
Super built-up  Area,Ready To Move,2.0,1.0,55.79,Balaji Nagar,2,1303.0,4281.657712970069
Plot  Area,18-May,2.0,0.0,66.0,Balaji Nagar,3,1200.0,5500.0
Super built-up  Area,17-Dec,2.0,3.0,65.0,Balaji Nagar,2,1519.0,4279.131007241606
Super built-up  Area,Ready To Move,3.0,3.0,125.0,Balaji Nagar,3,2010.0,6218.905472636816
Super built-up  Area,Ready To Move,3.0,2.0,75.0,Balaji Nagar,3,1450.0,5172.413793103448
Super built-up  Area,Ready To Move,2.0,0.0,90.0,Balaji Nagar,2,1200.0,7500.0
Super built-up  Area,Ready To Move,6.0,3.0,150.0,Balaji Nagar,6,4250.0,3529.4117647058824
Super built-up  Area,18-Aug,2.0,2.0,41.0,Balaji Nagar,2,1185.0,3459.915611814346
Super built-up  Area,Ready To Move,2.0,2.0,38.0,Balaji Nagar,2,907.0,4189.636163175303
Super built-up  Area,18-Dec,2.0,2.0,237.5,Balaji Nagar,3,3496.5,6792.506792506792
Super built-up  Area,18-Jun,2.0,1.0,98.0,Balaji Nagar,2,1369.1,7157.986998758309
Super built-up  Area,Ready To Move,2.0,1.0,35.22,Balaji Nagar,2,1109.0,3175.834084761046
Built-up  Area,Ready To Move,2.0,2.0,52.0,Balaji Nagar,2,1180.0,4406.779661016949
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Balaji Nagar,2,1375.0,5672.727272727273
Super built-up  Area,17-Sep,2.0,2.0,60.16,Balaji Nagar,2,1280.0,4700.0
Built-up  Area,Ready To Move,1.0,1.0,23.5,Balaji Nagar,2,620.0,3790.3225806451615
Super built-up  Area,18-Dec,3.0,1.0,104.0,Balaji Nagar,3,1536.0,6770.833333333333
Super built-up  Area,20-Jan,2.0,1.0,63.86,Balaji Nagar,2,1205.0,5299.585062240664
Super built-up  Area,Ready To Move,2.0,1.0,48.7,Balaji Nagar,2,1140.0,4271.929824561404
Super built-up  Area,Ready To Move,4.0,2.0,150.0,Balaji Nagar,3,2215.0,6772.009029345372
Super built-up  Area,Ready To Move,1.0,0.0,34.27,Balaji Nagar,1,745.0,4600.000000000001
Super built-up  Area,Ready To Move,2.0,1.0,42.0,Balaji Nagar,2,900.0,4666.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,34.0,Balaji Nagar,2,1044.0,3256.704980842912
Super built-up  Area,Ready To Move,3.0,2.0,170.0,Balaji Nagar,3,2710.0,6273.062730627306
Plot  Area,Ready To Move,1.0,0.0,52.0,Balaji Nagar,1,1150.0,4521.739130434783
Super built-up  Area,Ready To Move,2.0,1.0,71.22,Balaji Nagar,2,1180.0,6035.593220338983
Super built-up  Area,Ready To Move,2.0,1.0,60.0,Balaji Nagar,2,1046.0,5736.137667304015
Super built-up  Area,18-Apr,2.0,1.0,54.8,Balaji Nagar,2,1125.0,4871.111111111111
Super built-up  Area,Ready To Move,3.0,3.0,238.0,Balaji Nagar,3,2648.0,8987.915407854985
Plot  Area,Ready To Move,3.0,2.0,410.0,Balaji Nagar,3,4446.0,9221.772379667116
Built-up  Area,Ready To Move,2.0,1.0,47.0,Balaji Nagar,2,1116.0,4211.469534050179
Super built-up  Area,Ready To Move,2.0,2.0,66.0,Balaji Nagar,2,1300.0,5076.923076923077
Super built-up  Area,20-Dec,2.0,1.0,72.0,Balaji Nagar,2,1282.0,5616.224648985959
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Balaji Nagar,2,1276.0,6269.592476489028
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Balaji Nagar,3,1717.0,6406.523005241701
Built-up  Area,Ready To Move,8.0,0.0,150.0,Balaji Nagar,8,3000.0,5000.0
Super built-up  Area,20-Oct,3.0,1.0,69.0,Balaji Nagar,3,1300.0,5307.692307692308
Super built-up  Area,Ready To Move,3.0,2.0,87.0,Balaji Nagar,3,1645.0,5288.753799392097
Super built-up  Area,18-Dec,3.0,2.0,104.0,Balaji Nagar,3,1660.0,6265.060240963855
Super built-up  Area,Ready To Move,2.0,1.0,50.0,Balaji Nagar,2,1320.0,3787.878787878788
Super built-up  Area,18-Apr,2.0,2.0,73.0,Balaji Nagar,2,1171.0,6233.98804440649
Super built-up  Area,Ready To Move,2.0,1.0,42.0,Balaji Nagar,2,812.0,5172.413793103448
Plot  Area,Ready To Move,2.0,1.0,110.0,Balaji Nagar,3,1875.0,5866.666666666667
Built-up  Area,Ready To Move,2.0,1.0,35.0,Balaji Nagar,2,1000.0,3500.0
Super built-up  Area,19-Dec,3.0,3.0,113.0,Balaji Nagar,3,1938.0,5830.7533539731685
Built-up  Area,Ready To Move,3.0,2.0,130.0,Balaji Nagar,3,1745.0,7449.856733524355
Super built-up  Area,Ready To Move,3.0,2.0,101.0,Balaji Nagar,3,1584.0,6376.262626262626
Super built-up  Area,18-Mar,2.0,2.0,35.0,Balaji Nagar,2,1050.0,3333.3333333333335
Super built-up  Area,Ready To Move,3.0,2.0,85.0,Balaji Nagar,3,1500.0,5666.666666666667
Super built-up  Area,18-Nov,1.0,1.0,23.0,Balaji Nagar,1,509.0,4518.664047151277
Built-up  Area,Ready To Move,2.0,2.0,53.0,Balaji Nagar,2,1310.0,4045.8015267175574
Super built-up  Area,18-May,4.0,2.0,204.0,Baner,4,2732.0,7467.0571010248905
Plot  Area,Ready To Move,2.0,1.0,150.0,Baner,3,2400.0,6250.0
Super built-up  Area,Ready To Move,2.0,1.0,50.0,Baner,2,1005.0,4975.124378109453
Super built-up  Area,Ready To Move,2.0,2.0,45.79,Baner,2,1145.0,3999.126637554585
Super built-up  Area,19-Dec,1.0,2.0,46.0,Baner,1,715.0,6433.566433566433
Super built-up  Area,Ready To Move,2.0,1.0,120.0,Baner,3,1640.0,7317.073170731707
Built-up  Area,Ready To Move,2.0,2.0,58.0,Baner,2,1105.0,5248.868778280543
Built-up  Area,19-Dec,2.0,1.0,67.0,Baner,2,1345.0,4981.412639405205
Super built-up  Area,18-Aug,2.0,1.0,65.49,Baner,2,1128.0,5805.851063829787
Super built-up  Area,Ready To Move,1.0,1.0,25.0,Baner,1,500.0,5000.0
Super built-up  Area,Ready To Move,1.0,2.0,38.0,Baner,1,650.0,5846.153846153846
Super built-up  Area,Ready To Move,2.0,2.0,68.0,Baner,2,1269.72,5355.511451343603
Super built-up  Area,Ready To Move,2.0,2.0,98.0,Baner,3,1490.0,6577.181208053691
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Baner,2,1101.0,5903.723887375114
Built-up  Area,Ready To Move,1.0,0.0,14.0,Baner,1,400.0,3500.0
Super built-up  Area,Ready To Move,2.0,2.0,42.0,Baner,2,1063.0,3951.081843838194
Super built-up  Area,Ready To Move,3.0,2.0,180.0,Baner,3,2319.0,7761.966364812419
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Baner,2,1311.0,5949.656750572082
Super built-up  Area,Ready To Move,3.0,2.0,96.0,Baner,3,1525.0,6295.081967213115
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Baner,3,1850.0,5945.945945945946
Super built-up  Area,Ready To Move,2.0,1.0,43.91,Baner,2,1098.0,3999.089253187614
Super built-up  Area,Ready To Move,2.0,1.0,59.8,Baner,2,1247.0,4795.50922213312
Super built-up  Area,Ready To Move,5.0,3.0,210.0,Baner,4,3537.0,5937.234944868533
Built-up  Area,Ready To Move,3.0,2.0,116.0,Baner,3,1719.0,6748.109365910413
Super built-up  Area,Ready To Move,2.0,2.0,32.5,Baner,2,900.0,3611.1111111111113
Plot  Area,Ready To Move,4.0,2.0,195.0,Baner,3,2776.0,7024.495677233429
Super built-up  Area,Ready To Move,3.0,2.0,93.0,Baner,3,1820.0,5109.89010989011
Built-up  Area,Ready To Move,2.0,2.0,65.0,Baner,2,1150.0,5652.173913043478
Super built-up  Area,Ready To Move,2.0,1.0,45.0,Baner,2,1016.0,4429.133858267716
Super built-up  Area,Ready To Move,2.0,1.0,36.58,Baner,2,1045.0,3500.4784688995214
Super built-up  Area,Ready To Move,2.0,1.0,49.0,Baner,2,985.0,4974.619289340101
Super built-up  Area,Ready To Move,2.0,2.0,57.0,Baner,2,1326.0,4298.6425339366515
Super built-up  Area,Ready To Move,2.0,2.0,45.0,Baner,2,1210.0,3719.00826446281
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Baner,2,1085.0,6451.612903225807
Super built-up  Area,Ready To Move,3.0,2.0,85.0,Baner,3,1420.0,5985.915492957746
Super built-up  Area,21-May,3.0,2.0,120.0,Baner,3,1559.0,7697.2418216805645
Super built-up  Area,19-Sep,2.0,1.0,50.0,Baner,2,1113.0,4492.36298292902
Super built-up  Area,18-Oct,2.0,2.0,45.0,Baner,2,1140.0,3947.3684210526317
Super built-up  Area,18-Jun,2.0,1.0,71.64,Baner,2,1194.0,6000.0
Built-up  Area,Ready To Move,3.0,2.0,117.0,Baner,3,1680.0,6964.285714285715
Built-up  Area,Ready To Move,2.0,2.0,57.0,Baner,2,1100.0,5181.818181818182
Built-up  Area,Ready To Move,3.0,0.0,71.0,Baner,3,1350.0,5259.259259259259
Super built-up  Area,Ready To Move,2.0,3.0,75.0,Baner,2,1210.0,6198.347107438017
Super built-up  Area,Ready To Move,2.0,1.0,51.0,Baner,2,1155.0,4415.584415584415
Super built-up  Area,Ready To Move,2.0,2.0,106.0,Baner,2,1345.0,7881.0408921933085
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Baner,2,1240.0,6451.612903225807
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Baner,2,1200.0,6666.666666666667
Super built-up  Area,Ready To Move,3.0,3.0,101.0,Baner,3,1755.0,5754.985754985755
Super built-up  Area,Ready To Move,2.0,2.0,50.0,Baner,2,1231.0,4061.7384240454917
Super built-up  Area,19-Jun,3.0,2.0,117.0,Baner,3,1645.0,7112.462006079028
Super built-up  Area,Ready To Move,3.0,2.0,135.0,Baner,3,2400.0,5625.0
Built-up  Area,Ready To Move,2.0,1.0,40.08,Baner,2,1002.0,4000.0
Super built-up  Area,Ready To Move,2.0,1.0,90.0,Baner,2,1350.0,6666.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,57.0,Baner,2,985.0,5786.802030456853
Super built-up  Area,Ready To Move,2.0,2.0,55.5,Baner,2,1255.0,4422.310756972111
Super built-up  Area,Ready To Move,5.0,2.0,175.0,Baner,4,2500.0,7000.0
Super built-up  Area,18-May,3.0,2.0,101.0,Baner,3,1650.0,6121.212121212121
Super built-up  Area,Ready To Move,2.0,1.0,36.0,Baner,2,1010.0,3564.3564356435645
Built-up  Area,Ready To Move,3.0,2.0,125.0,Baner,3,1695.0,7374.6312684365785
Super built-up  Area,Ready To Move,2.0,2.0,126.0,Baner,3,1720.0,7325.581395348837
Carpet  Area,Ready To Move,2.0,2.0,29.5,Baner,2,775.0,3806.451612903226
Super built-up  Area,Ready To Move,2.0,1.0,40.53,Baner,2,1160.0,3493.9655172413795
Super built-up  Area,Ready To Move,3.0,1.0,135.0,Baner,3,2100.0,6428.571428571428
Super built-up  Area,Ready To Move,2.0,1.0,33.84,Baner,2,1061.0,3189.4439208294066
Super built-up  Area,Ready To Move,2.0,2.0,46.0,Baner,2,1140.0,4035.0877192982457
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Baner,2,800.0,5000.0
Built-up  Area,Ready To Move,2.0,2.0,51.0,Baner,2,1234.0,4132.90113452188
Super built-up  Area,21-Dec,2.0,1.0,34.0,Baner,2,700.0,4857.142857142857
Built-up  Area,Ready To Move,4.0,1.0,175.0,Baner,4,2569.0,6811.989100817439
Super built-up  Area,19-Apr,2.0,1.0,93.65,Baner,2,1330.0,7041.353383458647
Super built-up  Area,Ready To Move,2.0,2.0,47.0,Baner,2,1154.0,4072.790294627383
